,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_missing,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_missing,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_missing,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
1258,50,2,38,6,2,1,34516.0,397,34119.0,0.914,7454,81,0.841,0.012,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1259,50,3,36,5,4,3,1814.0,0,1814.0,0.852,5014,99,0.623,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1260,53,1,38,6,3,2,22140.0,733,21407.0,0.987,1580,45,0.667,0.033,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1261,37,1,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1262,43,3,32,5,1,1,1438.3,491,947.3,0.494,5016,86,0.593,0.341,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1263,29,1,20,3,1,2,16496.0,1409,15087.0,0.677,16715,126,0.703,0.085,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1264,38,1,27,5,6,0,13100.0,1436,11664.0,0.519,3201,78,0.5,0.11,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1265,56,3,45,6,2,4,1813.0,1387,426.0,0.406,1468,32,0.231,0.765,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1266,63,0,55,4,1,4,3556.0,2517,1039.0,0.983,2279,56,0.6,0.708,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1267,28,0,20,6,3,3,12793.0,1650,11143.0,0.783,2671,67,0.763,0.129,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1268,50,1,42,5,0,4,10057.0,0,10057.0,0.792,2383,42,0.448,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1269,45,4,33,1,3,2,1748.0,1103,645.0,0.739,2335,41,0.708,0.631,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1270,40,3,33,5,3,1,7207.0,2002,5205.0,0.828,3825,70,0.707,0.278,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1271,41,4,26,4,2,2,3159.0,0,3159.0,0.916,2925,46,0.353,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1272,47,3,33,1,3,4,3443.0,0,3443.0,0.832,2505,45,0.452,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1273,53,1,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1274,59,1,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1275,51,2,35,1,2,2,34516.0,1068,33448.0,0.966,16428,123,0.809,0.031,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1276,44,3,36,4,2,3,9465.0,0,9465.0,0.657,3675,59,1.107,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1277,48,3,36,6,2,2,2545.0,1894,651.0,0.911,4660,68,0.789,0.744,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1278,43,3,30,6,2,3,3143.0,2517,626.0,0.959,5409,79,0.881,0.801,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1279,43,5,36,6,2,4,22355.0,2179,20176.0,0.726,14268,99,0.8,0.097,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1280,35,2,21,3,1,3,2256.0,775,1481.0,0.879,1749,33,0.435,0.344,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1281,44,3,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1282,48,4,36,6,3,4,18102.0,1381,16721.0,0.513,1486,32,0.143,0.076,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1283,39,1,32,1,1,3,4874.0,2317,2557.0,0.854,7776,98,0.782,0.475,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1284,54,2,47,4,2,3,1804.0,1298,506.0,0.758,4542,73,0.921,0.72,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1285,31,0,21,4,2,3,4598.0,0,4598.0,0.439,6317,77,0.833,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1286,39,1,34,6,5,3,4489.0,2498,1991.0,0.779,2153,58,0.568,0.556,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1287,53,4,42,3,3,3,3096.0,0,3096.0,0.684,4709,87,0.776,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1288,35,3,29,4,2,3,1438.3,0,1438.3,0.748,2549,56,0.75,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1289,48,5,40,3,1,1,4365.0,0,4365.0,0.598,3542,57,1.111,0.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1290,59,0,36,4,1,2,1438.3,0,1438.3,0.622,4155,62,0.632,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1291,45,5,26,6,3,2,34516.0,797,33719.0,1.133,3643,59,1.034,0.023,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1292,40,3,29,3,3,3,2473.0,2332,141.0,0.293,1738,32,0.455,0.943,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1293,34,3,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.793,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1294,35,3,31,1,3,4,1678.0,0,1678.0,0.676,2475,61,0.694,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1295,55,2,47,3,1,2,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1296,46,1,29,3,3,2,2406.0,1705,701.0,0.624,4665,89,0.816,0.709,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1297,47,3,31,6,3,2,4005.0,1985,2020.0,1.356,2344,34,0.7,0.496,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1298,51,3,39,1,2,1,7088.0,1750,5338.0,0.618,4691,76,0.727,0.247,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1299,37,0,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1300,39,1,34,6,1,3,3766.0,1049,2717.0,0.666,1514,51,0.645,0.279,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1301,52,2,34,3,2,3,11188.0,0,11188.0,0.658,2109,47,0.621,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1302,41,3,30,5,3,4,7764.0,621,7143.0,0.67,3955,72,0.756,0.08,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1303,38,5,26,5,1,2,16033.0,766,15267.0,0.682,15260,115,0.855,0.048,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1304,49,1,36,4,2,3,4158.0,1889,2269.0,0.872,15842,130,0.831,0.454,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1305,45,3,33,2,3,3,9303.0,1580,7723.0,0.877,7825,87,0.45,0.17,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1306,57,2,47,5,1,2,2504.0,1915,589.0,0.897,4847,86,0.654,0.765,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1307,54,2,50,3,1,3,2210.0,1002,1208.0,0.938,4798,86,0.654,0.453,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1308,51,3,39,1,1,2,34516.0,1873,32643.0,0.629,7703,104,0.677,0.054,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1309,49,1,40,3,2,3,1438.3,0,1438.3,0.675,3886,77,0.75,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1310,45,3,34,6,2,3,2641.0,1336,1305.0,1.019,4224,77,0.791,0.506,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1311,60,1,55,6,2,1,11524.0,0,11524.0,0.682,3598,72,0.532,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1312,55,1,36,3,3,3,15221.0,1166,14055.0,0.839,3848,68,0.619,0.077,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1313,54,3,41,5,4,4,3161.0,1220,1941.0,0.82,2412,62,0.824,0.386,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1314,36,4,31,5,2,0,15700.0,1276,14424.0,1.389,2229,48,0.778,0.081,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1315,52,0,36,5,1,2,2537.0,1097,1440.0,0.874,4964,84,0.909,0.432,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1316,52,2,42,5,3,2,21782.0,1006,20776.0,0.654,1537,35,0.591,0.046,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1317,50,2,36,5,3,2,5965.0,688,5277.0,0.673,3382,58,1.071,0.115,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1318,43,3,25,5,1,2,10305.0,1870,8435.0,0.722,4018,63,0.8,0.181,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1319,44,3,38,4,6,4,26516.0,1434,25082.0,0.472,3609,76,0.551,0.054,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1320,34,2,36,5,1,3,2763.0,1913,850.0,0.598,4136,69,0.568,0.692,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1321,50,1,35,2,1,3,3968.0,2264,1704.0,1.098,12535,118,0.815,0.571,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1322,54,2,47,2,2,2,13769.0,0,13769.0,1.058,4738,53,0.395,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1323,50,3,36,2,3,2,2999.0,1817,1182.0,0.678,5119,83,0.766,0.606,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1324,56,2,36,1,1,1,4731.0,831,3900.0,0.96,14952,118,0.788,0.176,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1325,36,4,24,6,1,2,16335.0,892,15443.0,0.673,2733,71,0.919,0.055,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1326,46,3,40,6,4,2,1438.3,0,1438.3,0.714,4283,88,0.833,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1327,50,0,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1328,53,0,42,1,2,0,13409.0,1168,12241.0,0.625,4031,82,0.745,0.087,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1329,51,1,38,1,1,2,5189.0,1171,4018.0,0.732,16563,94,0.741,0.226,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1330,46,2,41,2,2,3,7064.0,1234,5830.0,0.955,13791,103,0.585,0.175,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1331,58,1,40,1,2,3,3944.0,1006,2938.0,0.782,15315,124,0.851,0.255,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1332,51,3,46,4,1,4,2286.0,1641,645.0,0.947,4321,89,0.712,0.718,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1333,51,3,43,6,1,3,2157.0,1494,663.0,0.765,4784,69,0.605,0.693,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1334,43,2,38,6,3,1,2960.0,1853,1107.0,0.949,3921,63,0.853,0.626,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1335,31,1,27,4,6,3,3647.0,1480,2167.0,0.76,2271,60,0.364,0.406,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1336,46,2,37,1,3,3,4848.0,2517,2331.0,0.651,2353,53,0.828,0.519,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1337,56,2,52,6,2,2,23362.0,1453,21909.0,0.848,15399,116,0.841,0.062,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1338,57,3,51,5,4,5,7226.0,1689,5537.0,0.83,3474,67,0.763,0.234,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1339,42,3,37,3,3,3,2247.0,1045,1202.0,0.952,1300,31,0.55,0.465,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1340,51,0,32,4,2,3,1757.0,331,1426.0,0.879,2377,47,0.516,0.188,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1341,44,1,33,5,4,3,19214.0,0,19214.0,0.998,3407,47,1.136,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1342,41,0,31,3,5,2,33472.0,2517,30955.0,0.633,4719,70,0.667,0.075,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1343,42,4,36,5,2,3,2128.0,528,1600.0,0.525,2289,41,0.414,0.248,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1344,49,3,33,5,3,2,9995.0,1713,8282.0,0.96,1172,38,0.462,0.171,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1345,39,3,29,2,2,2,3152.0,1174,1978.0,0.862,13670,117,0.857,0.372,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1346,62,1,54,4,1,4,13284.0,607,12677.0,0.857,4942,76,0.652,0.046,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1347,30,0,23,6,2,4,4063.0,0,4063.0,0.776,7463,70,0.707,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1348,40,3,22,4,2,4,3372.0,2517,855.0,0.729,4209,72,0.756,0.746,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1349,35,2,36,4,2,0,2572.0,1161,1411.0,0.569,4315,85,0.518,0.451,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1350,65,1,46,3,3,2,1438.3,0,1438.3,0.907,4022,61,0.649,0.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1351,30,2,36,3,1,2,2501.0,1845,656.0,0.668,2933,65,0.806,0.738,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1352,39,3,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1353,64,1,52,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1354,45,3,40,4,1,3,2922.0,1212,1710.0,0.662,3895,70,0.591,0.415,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1355,37,3,24,3,3,4,3727.0,995,2732.0,0.743,14786,101,0.656,0.267,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1356,38,2,30,4,1,4,19595.0,610,18985.0,0.582,4079,65,0.585,0.031,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1357,38,1,30,2,2,1,2232.0,1163,1069.0,0.557,4185,80,0.778,0.521,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1358,47,4,39,4,2,4,33122.0,1587,31535.0,0.475,3145,63,0.75,0.048,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1359,40,3,36,4,2,4,9191.0,1666,7525.0,0.815,4275,83,0.766,0.181,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1360,48,4,30,3,3,2,14670.0,1900,12770.0,0.806,4221,83,0.766,0.13,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1361,39,2,31,6,3,3,3297.0,1761,1536.0,0.879,15580,120,0.739,0.534,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1362,45,4,36,1,1,3,3918.0,2070,1848.0,0.76,4700,69,0.643,0.528,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1363,46,3,39,2,3,2,3157.0,965,2192.0,0.928,3300,58,0.568,0.306,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1364,46,4,34,6,3,3,2168.0,1704,464.0,0.725,4584,92,0.769,0.786,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1365,38,2,36,5,3,3,2407.0,843,1564.0,1.008,1470,28,0.4,0.35,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1366,37,2,29,2,2,6,2547.0,1965,582.0,0.535,2160,46,0.353,0.771,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1367,42,3,38,5,1,1,6318.0,1397,4921.0,0.517,4166,86,0.755,0.221,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1368,47,2,41,1,1,2,3108.0,1978,1130.0,0.917,14965,127,0.716,0.636,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1369,43,3,36,6,1,3,2936.0,2379,557.0,0.694,1572,57,0.676,0.81,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1370,47,3,42,1,2,3,3669.0,2517,1152.0,0.83,13931,112,0.836,0.686,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1371,53,3,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1372,43,1,35,6,3,2,1766.0,0,1766.0,0.779,4808,87,0.673,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1373,57,2,46,3,2,3,34516.0,1244,33272.0,0.606,15176,126,0.8,0.036,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1374,47,4,39,3,1,0,1746.0,0,1746.0,0.763,4543,75,0.974,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1375,39,1,20,3,2,2,9956.0,1117,8839.0,0.515,1447,39,0.696,0.112,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1376,43,4,33,3,3,1,2525.0,2217,308.0,0.763,4409,69,0.568,0.878,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1377,40,4,36,4,1,2,5056.0,1067,3989.0,0.749,15926,117,0.519,0.211,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1378,45,5,38,1,2,3,6895.0,2314,4581.0,0.84,8778,85,0.604,0.336,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1379,52,2,47,5,2,2,29695.0,1525,28170.0,0.529,4109,71,0.614,0.051,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1380,49,2,36,3,3,1,25178.0,1803,23375.0,0.767,7836,87,0.582,0.072,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1381,49,3,42,3,1,4,34516.0,0,34516.0,0.838,15095,102,0.759,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1382,43,1,36,1,2,3,4255.0,1729,2526.0,0.55,3607,75,0.471,0.406,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1383,49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1384,51,3,44,4,2,3,16406.0,0,16406.0,0.627,4075,75,0.63,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1385,51,1,40,3,3,0,2774.0,1362,1412.0,0.866,4802,91,0.685,0.491,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1386,60,0,54,3,3,3,13035.0,1285,11750.0,0.761,14585,97,0.98,0.099,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1387,43,3,34,4,2,0,28262.0,1483,26779.0,0.668,3855,66,0.61,0.052,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1388,36,2,27,3,3,2,7776.0,831,6945.0,1.007,3063,87,0.891,0.107,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1389,53,2,41,3,2,5,2492.0,1668,824.0,0.651,1606,32,0.882,0.669,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1390,48,3,40,3,2,3,3117.0,1603,1514.0,1.167,1437,37,0.609,0.514,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1391,41,1,31,5,3,4,10239.0,2224,8015.0,0.545,2149,40,1.105,0.217,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1392,53,1,43,3,1,2,4426.0,1530,2896.0,0.518,1231,34,0.214,0.346,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1393,38,3,33,6,2,3,29638.0,857,28781.0,0.481,3429,78,0.696,0.029,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1394,55,3,44,2,2,3,6455.0,1837,4618.0,0.717,8001,99,0.707,0.285,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1395,63,0,55,5,0,2,18550.0,0,18550.0,0.908,2616,42,0.826,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1396,38,3,28,6,2,2,2699.0,564,2135.0,0.683,4813,78,0.814,0.209,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1397,55,0,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1398,26,1,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1399,45,2,40,6,3,3,5848.0,2517,3331.0,0.561,2000,32,0.28,0.43,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1400,31,0,24,3,2,4,3827.0,1397,2430.0,0.88,2491,64,1.0,0.365,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1401,63,0,51,3,3,3,11619.0,0,11619.0,0.631,2395,49,0.361,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1402,39,5,31,3,3,6,3333.0,1867,1466.0,0.947,3348,50,0.282,0.56,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1403,44,4,36,6,2,3,5877.0,1160,4717.0,0.446,3565,83,0.729,0.197,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
